post,targetStereotype,targetMinority,Generated,Model,Task
What's the most dangerous rally on earth? Driving a food truck across Ethiopia.,"[""are starving"", ""ethiopia is poor"", ""ethiopians are criminals"", ""ethiopians are starving"", ""ethiopians have no food and would chase a food truck"", ""making light of poverty""]","[""Ethiopia"", ""Ethiopians""]",Food truck drivers are brave and adventurous individuals who take on risky challenges,chatgpt,sbic
"Has to be a parody account. @TheHout I'm not sexist, but women just shouldn't be sports announcers.","[""don't know anything about sports"", ""should not involve themselves with sports"", ""women aren't as smart as men"", ""women aren't equal to men"", ""women cant do some jobs"", ""women shouldn't be involved in sports""]","[""women""]",Women are not capable of being sports announcers,chatgpt,sbic
What does a black guy do after sex? 15-20 years,"[""black people are criminals"", ""black people are rapists"", ""black people rape"", ""blacks are criminals""]","[""black folks""]","Black men are stereotyped as being promiscuous and not taking responsibility for their sexual actions, leading to the implication that they will likely have children and be absent fathers for 15-20 years",chatgpt,sbic
What is the difference of a five year old girl and a refrigerator? The refrigerator doesn’t scream when you put your meet in.,"[""children want sexual attacks"", ""trivializes harm to victims""]","[""assault victims""]",This sentence communicates the stereotype that young girls are overly emotional and prone to screaming,chatgpt,sbic
What does a black guy and a basketball have in common? They both get shot,"[""black people are killed often."", ""black people are only good for being shot."", ""black people dying is funny."", ""black people get shot"", ""black people get shot a lot."", ""black people live a life of crime"", ""black people lives don't matter.""]","[""black folks""]",Black men are often stereotyped as being associated with violence and crime,chatgpt,sbic
how do you prevent black people from stealing your stuff ? hide it at the bottom of the pool,"[""black folks steal things"", ""black people are immoral"", ""black people are theives"", ""black people can't swim"", ""can't swim"", ""steals"", ""they can't swim""]","[""black folks""]",Black people are stereotyped as thieves and untrustworthy,chatgpt,sbic
"Anerican Dream We were talking about the american dream in class and the teacher said to a german boy if he had a german dream. He said ""We did but no-one liked it.""","[""all germans are nazis."", ""deserve to be made fun of"", ""germans are prejudiced."", ""trivializes harm to victims"", ""were victims of hitler""]","[""Germany"", ""Holocaust victims"", ""jewish folks""]",Germans are associated with a negative historical past and therefore their dreams are not desirable,chatgpt,sbic
"""One man's trash is another man's treasure"" Wonderful saying, horrible way to find out that you were adopted.","[""adopted children are problem children"", ""adopted children are unwanted""]","[""adopted people""]",Adopted children are unwanted or discarded by their biological parents,chatgpt,sbic
"Aan indian was taking a dump and died. Strange, isn't it?? He didn't pay attention to the train heading towards him...","[""indians are dirty"", ""indians have bad hygiene""]","[""India""]",Native Americans are portrayed as careless and unaware of their surroundings,chatgpt,sbic
"My grandfather once told me, ""Your generation is too reliant on technology."" So I replied, ""No, your generation is too reliant on technology!""
Then I disconnected his life support.","[""old folks are on life support"", ""old folks don't deserve to live""]","[""old folks""]",Elderly people are technologically inept and overly dependent on life support,chatgpt,sbic
how do you find a black person ? guilty,"[""it is making fun of the criminal juistice system and how it treats blacks"", ""it presumes all black people are guilty"", ""they are criminals"", ""they are less than human.""]","[""black folks""]",This sentence communicates the stereotype that black people are more likely to be found guilty of a crime,chatgpt,sbic
The bitches behind me are so annoying,"[""women are all the same"", ""women are submissive""]","[""women""]","Women are often labeled as ""bitches"" and are perceived as annoying and bothersome",chatgpt,sbic
How do you dissect a Muslim? Pretty sure the bomb does it for you,"[""muslim folks are subhuman/objects or animals"", ""muslim folks are terrorists"", ""muslim folks are violent"", ""muslim people are suicide bombers"", ""muslim people are terrorists"", ""muslims are terrorists"", ""muslims blow things up with bombs""]","[""muslim folks""]",Muslims are often stereotyped as terrorists or violent individuals,chatgpt,sbic
what’s the difference between a nigger and a bucket of shit? the Bucket.,"[""are like feces"", ""black people are called niggers"", ""black people are less than"", ""black people are no good."", ""black people are worthless"", ""racial slur""]","[""black folks""]","This sentence communicates the stereotype that black people are considered to be lower and more worthless than even the most disgusting and undesirable things, such as a bucket of shit",chatgpt,sbic
"you loose your black friend in the dark , where do you lose your muslim friend ? in an explosion","[""black folks are hard to see in the dark"", ""black people are dark"", ""implies muslims explode"", ""muslims are terrorists"", ""muslims cause explosions"", ""stereotype of losing black friends at night"", ""stereotype of muslims being suicide bombers"", ""stereotypes black people as extremely dark"", ""they are dark"", ""they are terrorists"", ""they cause explosions"", ""you can't see them in the dark""]","[""black folks"", ""black folks, muslim folks"", ""muslim folks""]",Muslims are associated with terrorism and violence,chatgpt,sbic
Surveying gender is easy because there's only male and female.,"[""does not exist"", ""is not legitimate"", ""other genders don't exist"", ""there are only 2 genders"", ""trans people are either men or women, there are only two genders"", ""trans people don't really exist""]","[""trans women, trans men""]","""Gender is binary and there are only two options, male or female",chatgpt,sbic
There is one language I don't understand and that language is.....Snowflake libtard!,"[""comapred to mentally disabled in a negative way"", ""dumb"", ""overly sensitive"", ""stupid""]","[""liberals""]",This sentence communicates the stereotype that people who are politically liberal and easily offended are overly sensitive and unable to handle opposing viewpoints,chatgpt,sbic
How did the Jews react when WW II was over? They were so gassed,"[""jewish folks got gassed"", ""jewish people jokes about the haulocost"", ""jewish people were all thrilled."", ""jewish people were happy during ww2."", ""jewish people were massacred"", ""jewish people were put into gas chambers""]","[""jewish folks""]",This sentence communicates the stereotype that Jews are insensitive and make light of the Holocaust,chatgpt,sbic
