post,targetStereotype,targetMinority,Generated,Model,Task
"Anerican Dream We were talking about the american dream in class and the teacher said to a german boy if he had a german dream. He said ""We did but no-one liked it.""","[""all germans are nazis."", ""deserve to be made fun of"", ""germans are prejudiced."", ""trivializes harm to victims"", ""were victims of hitler""]","[""Germany"", ""Holocaust victims"", ""jewish folks""]",Germans are often seen as having a negative view of the American Dream,text-davinci-003,sbic
"""One man's trash is another man's treasure"" Wonderful saying, horrible way to find out that you were adopted.","[""adopted children are problem children"", ""adopted children are unwanted""]","[""adopted people""]",People who are adopted are often seen as being of lesser value than those who are not,text-davinci-003,sbic
"Aan indian was taking a dump and died. Strange, isn't it?? He didn't pay attention to the train heading towards him...","[""indians are dirty"", ""indians have bad hygiene""]","[""India""]",Native Americans are often portrayed as careless and unaware of their surroundings,text-davinci-003,sbic
"My grandfather once told me, ""Your generation is too reliant on technology."" So I replied, ""No, your generation is too reliant on technology!""
Then I disconnected his life support.","[""old folks are on life support"", ""old folks don't deserve to live""]","[""old folks""]",Older generations are often seen as being resistant to technology,text-davinci-003,sbic
how do you find a black person ? guilty,"[""it is making fun of the criminal juistice system and how it treats blacks"", ""it presumes all black people are guilty"", ""they are criminals"", ""they are less than human.""]","[""black folks""]",The stereotype communicated is that African Americans are automatically assumed to be guilty,text-davinci-003,sbic
The bitches behind me are so annoying,"[""women are all the same"", ""women are submissive""]","[""women""]",Women are often seen as gossipy and disruptive,text-davinci-003,sbic
How do you dissect a Muslim? Pretty sure the bomb does it for you,"[""muslim folks are subhuman/objects or animals"", ""muslim folks are terrorists"", ""muslim folks are violent"", ""muslim people are suicide bombers"", ""muslim people are terrorists"", ""muslims are terrorists"", ""muslims blow things up with bombs""]","[""muslim folks""]",Muslims are viewed as dangerous and violent,text-davinci-003,sbic
what’s the difference between a nigger and a bucket of shit? the Bucket.,"[""are like feces"", ""black people are called niggers"", ""black people are less than"", ""black people are no good."", ""black people are worthless"", ""racial slur""]","[""black folks""]",African Americans are viewed as inferior and undeserving of respect,text-davinci-003,sbic
"you loose your black friend in the dark , where do you lose your muslim friend ? in an explosion","[""black folks are hard to see in the dark"", ""black people are dark"", ""implies muslims explode"", ""muslims are terrorists"", ""muslims cause explosions"", ""stereotype of losing black friends at night"", ""stereotype of muslims being suicide bombers"", ""stereotypes black people as extremely dark"", ""they are dark"", ""they are terrorists"", ""they cause explosions"", ""you can't see them in the dark""]","[""black folks"", ""black folks, muslim folks"", ""muslim folks""]",Muslims are dangerous,text-davinci-003,sbic
Surveying gender is easy because there's only male and female.,"[""does not exist"", ""is not legitimate"", ""other genders don't exist"", ""there are only 2 genders"", ""trans people are either men or women, there are only two genders"", ""trans people don't really exist""]","[""trans women, trans men""]",Men and women are viewed as having distinct and fixed roles in society,text-davinci-003,sbic
There is one language I don't understand and that language is.....Snowflake libtard!,"[""comapred to mentally disabled in a negative way"", ""dumb"", ""overly sensitive"", ""stupid""]","[""liberals""]",Snowflake libtards are people who are overly sensitive and politically correct,text-davinci-003,sbic
How did the Jews react when WW II was over? They were so gassed,"[""jewish folks got gassed"", ""jewish people jokes about the haulocost"", ""jewish people were all thrilled."", ""jewish people were happy during ww2."", ""jewish people were massacred"", ""jewish people were put into gas chambers""]","[""jewish folks""]",The stereotype communicated is that Jews are weak and helpless,text-davinci-003,sbic
What's the difference between a black person and a bucket of shit? The bucket.,"[""black people are excrement"", ""black people are less than human"", ""black people aren't good"", ""they are considered garbage"", ""they are waste""]","[""black folks""]",This sentence communicates the stereotype that black people are less valuable than inanimate objects,text-davinci-003,sbic
I titty fucked this 80 year old last night and her tits just went *-POOF-*,"[""old people are decrepit"", ""old people are fragile"", ""old people are ugly"", ""woman are objects"", ""woman are sex objects""]","[""old folks, seniors"", ""women""]",Elderly people are often seen as sexually undesirable,text-davinci-003,sbic
what 's the difference between batman and a black man ? batman can go to the store without robin .,"[""are impulsive"", ""black folks are immoral"", ""black folks commit crimes"", ""black folks steal"", ""like to steal""]","[""black folks""]",The stereotype communicated is that African Americans are more likely to commit crimes than other groups,text-davinci-003,sbic
Why didn't the black man cross the road Because he couldn't get out of my basement,"[""black folks are lazy"", ""black folks are poor"", ""black people are lazy"", ""black people belong in basements"", ""blacks should remain slaves"", ""keeping a black person as their slave""]","[""black folks""]",African Americans are seen as subservient and powerless,text-davinci-003,sbic
"I'm okay when India decriminalizes gay sex, Hindus don't believe in hell anyway.","[""gay folks are going to hell"", ""gay folks are immoral""]","[""gay folks""]",Hindus are accepting of LGBTQ+ individuals,text-davinci-003,sbic
Most white kids i know believe they are superior and they freak out whenever a black guy is fighting a white .,"[""white folks are better than others"", ""white folks freak out""]","[""white folks""]",White people are perceived as believing they are superior to other races,text-davinci-003,sbic
Dicks are basically ar-15s Only disabled kids whip em out in class,"[""don't have control of themselves"", ""mentally disabled folks are stupid"", ""mentally disabled folks are violent"", ""show their private areas in public""]","[""mentally disabled folks"", ""physically disabled folks""]",The stereotype communicated is that disabled people are violent and disruptive,text-davinci-003,sbic
"Some guy in my school started talking that way randomly, along with some other effeminate mannerism. Funny, when he came out and we all just said we know. [...] I read somewhere that your true accent is the accent you speak when you are drunk or angry as the cognitive load present in putting on a fake accent vanishes or weakens","[""gay men are effeminate"", ""gay men speak the same""]","[""gay men""]",The stereotype communicated is that LGBTQ+ people are more likely to use an effeminate manner of speaking,text-davinci-003,sbic
